name,expr,sense,rhs
demand_chair_total,1*prod_chair_FR_w1 + 1*prod_chair_FR_w2 + 1*prod_chair_FR_w3 + 1*prod_chair_FR_w4 + 1*prod_chair_DE_w1 + 1*prod_chair_DE_w2 + 1*prod_chair_DE_w3 + 1*prod_chair_DE_w4 + 1*prod_chair_PL_w1 + 1*prod_chair_PL_w2 + 1*prod_chair_PL_w3 + 1*prod_chair_PL_w4,>=,12000
demand_cabinet_total,1*prod_cabinet_FR_w1 + 1*prod_cabinet_FR_w2 + 1*prod_cabinet_FR_w3 + 1*prod_cabinet_FR_w4 + 1*prod_cabinet_DE_w1 + 1*prod_cabinet_DE_w2 + 1*prod_cabinet_DE_w3 + 1*prod_cabinet_DE_w4 + 1*prod_cabinet_PL_w1 + 1*prod_cabinet_PL_w2 + 1*prod_cabinet_PL_w3 + 1*prod_cabinet_PL_w4,>=,6000

# Contraintes logistiques (transport limité)
transport_limit_FR_DE_w1,transport_FR_DE_w1,<=,300
transport_limit_FR_DE_w2,transport_FR_DE_w2,<=,300
transport_limit_FR_DE_w3,transport_FR_DE_w3,<=,300
transport_limit_FR_DE_w4,transport_FR_DE_w4,<=,300
transport_limit_DE_PL_w1,transport_DE_PL_w1,<=,800
transport_limit_DE_PL_w2,transport_DE_PL_w2,<=,800
transport_limit_DE_PL_w3,transport_DE_PL_w3,<=,800
transport_limit_DE_PL_w4,transport_DE_PL_w4,<=,800

# Contraintes setup par site (max 2 produits actifs simultanément)
setup_limit_FR_w1,1*setup_desk_FR_w1 + 1*setup_chair_FR_w1 + 1*setup_cabinet_FR_w1,<=,2
setup_limit_FR_w2,1*setup_desk_FR_w2 + 1*setup_chair_FR_w2 + 1*setup_cabinet_FR_w2,<=,2
setup_limit_FR_w3,1*setup_desk_FR_w3 + 1*setup_chair_FR_w3 + 1*setup_cabinet_FR_w3,<=,2
setup_limit_FR_w4,1*setup_desk_FR_w4 + 1*setup_chair_FR_w4 + 1*setup_cabinet_FR_w4,<=,2

setup_limit_DE_w1,1*setup_desk_DE_w1 + 1*setup_chair_DE_w1 + 1*setup_cabinet_DE_w1,<=,2
setup_limit_DE_w2,1*setup_desk_DE_w2 + 1*setup_chair_DE_w2 + 1*setup_cabinet_DE_w2,<=,2
setup_limit_DE_w3,1*setup_desk_DE_w3 + 1*setup_chair_DE_w3 + 1*setup_cabinet_DE_w3,<=,2
setup_limit_DE_w4,1*setup_desk_DE_w4 + 1*setup_chair_DE_w4 + 1*setup_cabinet_DE_w4,<=,2

setup_limit_PL_w1,1*setup_desk_PL_w1 + 1*setup_chair_PL_w1 + 1*setup_cabinet_PL_w1,<=,2
setup_limit_PL_w2,1*setup_desk_PL_w2 + 1*setup_chair_PL_w2 + 1*setup_cabinet_PL_w2,<=,2
setup_limit_PL_w3,1*setup_desk_PL_w3 + 1*setup_chair_PL_w3 + 1*setup_cabinet_PL_w3,<=,2
setup_limit_PL_w4,1*setup_desk_PL_w4 + 1*setup_chair_PL_w4 + 1*setup_cabinet_PL_w4,<=,2

# Contraintes setup-production (Big-M avec volumes industriels)
link_setup_desk_FR_w1,1*prod_desk_FR_w1 + -800*setup_desk_FR_w1,<=,0
link_setup_desk_FR_w2,1*prod_desk_FR_w2 + -800*setup_desk_FR_w2,<=,0
link_setup_desk_FR_w3,1*prod_desk_FR_w3 + -800*setup_desk_FR_w3,<=,0
link_setup_desk_FR_w4,1*prod_desk_FR_w4 + -800*setup_desk_FR_w4,<=,0

link_setup_chair_FR_w1,1*prod_chair_FR_w1 + -1200*setup_chair_FR_w1,<=,0
link_setup_chair_FR_w2,1*prod_chair_FR_w2 + -1200*setup_chair_FR_w2,<=,0
link_setup_chair_FR_w3,1*prod_chair_FR_w3 + -1200*setup_chair_FR_w3,<=,0
link_setup_chair_FR_w4,1*prod_chair_FR_w4 + -1200*setup_chair_FR_w4,<=,0

link_setup_cabinet_FR_w1,1*prod_cabinet_FR_w1 + -600*setup_cabinet_FR_w1,<=,0
link_setup_cabinet_FR_w2,1*prod_cabinet_FR_w2 + -600*setup_cabinet_FR_w2,<=,0
link_setup_cabinet_FR_w3,1*prod_cabinet_FR_w3 + -600*setup_cabinet_FR_w3,<=,0
link_setup_cabinet_FR_w4,1*prod_cabinet_FR_w4 + -600*setup_cabinet_FR_w4,<=,0

# Production minimum si setup (volumes industriels)
min_prod_desk_FR_w1,1*prod_desk_FR_w1 + -100*setup_desk_FR_w1,>=,0
min_prod_desk_FR_w2,1*prod_desk_FR_w2 + -100*setup_desk_FR_w2,>=,0
min_prod_desk_FR_w3,1*prod_desk_FR_w3 + -100*setup_desk_FR_w3,>=,0
min_prod_desk_FR_w4,1*prod_desk_FR_w4 + -100*setup_desk_FR_w4,>=,0

# Contrainte ESG carbone (budget global 50000 tonnes CO2/mois)
carbon_budget,2*prod_desk_FR_w1 + 2*prod_desk_FR_w2 + 2*prod_desk_FR_w3 + 2*prod_desk_FR_w4 + 1*prod_chair_FR_w1 + 1*prod_chair_FR_w2 + 1*prod_chair_FR_w3 + 1*prod_chair_FR_w4 + 3*prod_cabinet_FR_w1 + 3*prod_cabinet_FR_w2 + 3*prod_cabinet_FR_w3 + 3*prod_cabinet_FR_w4 + 2*prod_desk_DE_w1 + 2*prod_desk_DE_w2 + 2*prod_desk_DE_w3 + 2*prod_desk_DE_w4 + 1*prod_chair_DE_w1 + 1*prod_chair_DE_w2 + 1*prod_chair_DE_w3 + 1*prod_chair_DE_w4 + 3*prod_cabinet_DE_w1 + 3*prod_cabinet_DE_w2 + 3*prod_cabinet_DE_w3 + 3*prod_cabinet_DE_w4 + 2*prod_desk_PL_w1 + 2*prod_desk_PL_w2 + 2*prod_desk_PL_w3 + 2*prod_desk_PL_w4 + 1*prod_chair_PL_w1 + 1*prod_chair_PL_w2 + 1*prod_chair_PL_w3 + 1*prod_chair_PL_w4 + 3*prod_cabinet_PL_w1 + 3*prod_cabinet_PL_w2 + 3*prod_cabinet_PL_w3 + 3*prod_cabinet_PL_w4,<=,50000

# Quotas minimum par site (répartition géographique)
quota_FR_min,1*prod_desk_FR_w1 + 1*prod_desk_FR_w2 + 1*prod_desk_FR_w3 + 1*prod_desk_FR_w4 + 1*prod_chair_FR_w1 + 1*prod_chair_FR_w2 + 1*prod_chair_FR_w3 + 1*prod_chair_FR_w4 + 1*prod_cabinet_FR_w1 + 1*prod_cabinet_FR_w2 + 1*prod_cabinet_FR_w3 + 1*prod_cabinet_FR_w4,>=,3000
quota_DE_min,1*prod_desk_DE_w1 + 1*prod_desk_DE_w2 + 1*prod_desk_DE_w3 + 1*prod_desk_DE_w4 + 1*prod_chair_DE_w1 + 1*prod_chair_DE_w2 + 1*prod_chair_DE_w3 + 1*prod_chair_DE_w4 + 1*prod_cabinet_DE_w1 + 1*prod_cabinet_DE_w2 + 1*prod_cabinet_DE_w3 + 1*prod_cabinet_DE_w4,>=,5000
quota_PL_min,1*prod_desk_PL_w1 + 1*prod_desk_PL_w2 + 1*prod_desk_PL_w3 + 1*prod_desk_PL_w4 + 1*prod_chair_PL_w1 + 1*prod_chair_PL_w2 + 1*prod_chair_PL_w3 + 1*prod_chair_PL_w4 + 1*prod_cabinet_PL_w1 + 1*prod_cabinet_PL_w2 + 1*prod_cabinet_PL_w3 + 1*prod_cabinet_PL_w4,>=,8000
